date	experiment	round	assay	plate	condition	control	strain	row	col	trait	phenotype	.std.resid.x	.std.resid.y
20210409	ABZD	2	d	3	fbz30	DMSO	ECA2795	D	3	median.EXT	-55.65989752091522	-0.4923614321493038	-0.6658198840083642
20210409	ABZD	2	d	3	fbz30	DMSO	ECA2801	D	6	median.EXT	-62.018594629006735	-0.1251610369575801	-0.7444264671611954
20210409	ABZD	2	d	3	fbz30	DMSO	ECA2805	D	8	median.EXT	46.69771900857491	-0.25078222478632767	0.5628553983094361
20210409	ABZD	2	d	3	fbz30	DMSO	ECA2816	D	9	median.EXT	13.401840901182027	1.1407140096244146	0.16288077677020515
20210409	ABZD	2	d	3	fbz30	DMSO	N2	E	1	median.EXT	-140.69971899062557	-2.2993739032243647	-1.7062568743829514
20210409	ABZD	2	d	3	fbz30	DMSO	ECA882	E	2	median.EXT	45.21014416282986	0.5029449021861577	0.5408359012263161
20210409	ABZD	2	d	3	fbz30	DMSO	ECA2795	E	3	median.EXT	117.34010247908478	1.179366682802491	1.403656436715429
20210409	ABZD	2	d	3	fbz30	DMSO	ECA2801	E	6	median.EXT	-13.518594629006735	0.34350262532659354	-0.1622674570563218
20210409	ABZD	2	d	3	fbz30	DMSO	ECA2805	E	8	median.EXT	91.69771900857491	0.1840603484670293	1.1052479061592022
20210409	ABZD	2	d	3	fbz30	DMSO	ECA2816	E	9	median.EXT	7.401840901182027	1.0827349998573004	0.08995910370848186
20210409	ABZD	2	d	3	fbz30	DMSO	N2	F	1	median.EXT	-40.699718990625556	-1.3330570737724605	-0.49356299935351067
20210409	ABZD	2	d	3	fbz30	DMSO	ECA882	F	2	median.EXT	11.710144162829863	0.17922876431976978	0.14008507358402003
20210409	ABZD	2	d	3	fbz30	DMSO	ECA2795	F	3	median.EXT	-55.65989752091522	-0.4923614321493038	-0.6658198840083642
20210409	ABZD	2	d	3	fbz30	DMSO	ECA2801	F	6	median.EXT	-52.518594629006735	-0.03336093815964918	-0.6303953208519932
20210409	ABZD	2	d	3	fbz30	DMSO	ECA2805	F	8	median.EXT	72.69771900857491	4.601508711674689e-4	0.8762377361781899
20210409	ABZD	2	d	3	fbz30	DMSO	ECA2816	F	9	median.EXT	-30.598159098817973	0.7155346046655767	-0.3718781590157658
20210409	ABZD	2	d	3	fbz30	DMSO	N2	G	1	median.EXT	4.800281009374444	-0.8933829163718441	0.058212713784884844
20210409	ABZD	2	d	3	fbz30	DMSO	ECA882	G	2	median.EXT	33.21014416282986	0.3869868826519292	0.39728336595146374
20210409	ABZD	2	d	3	fbz30	DMSO	ECA2795	G	3	median.EXT	-61.15989752091522	-0.5455088577691585	-0.7316124838001611
20210409	ABZD	2	d	3	fbz30	DMSO	ECA2801	G	6	median.EXT	-18.018594629006735	0.3000183680012578	-0.21628221057120697
20210409	ABZD	2	d	3	fbz30	DMSO	ECA2805	G	8	median.EXT	34.19771900857491	-0.3715718284678157	0.41219081279561215
20210409	ABZD	2	d	3	fbz30	DMSO	ECA2816	G	9	median.EXT	-79.59815909881797	0.24203935823414358	-0.9674051556865062
20210409	ABZE	2	e	3	fbz30	DMSO	N2	A	1	median.EXT	-200.12965898064195	-2.235758045285448	-2.397278883536427
20210409	ABZE	2	e	3	fbz30	DMSO	ECA882	A	2	median.EXT	31.91787947940119	0.5085817503579607	0.3820331594374333
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2795	A	3	median.EXT	-6.669711360197914	-0.17750319855289137	-0.07979811028261524
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2801	A	6	median.EXT	-21.91635416947097	0.04474967222104663	-0.2624259252927517
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2805	A	8	median.EXT	36.415023593113716	-0.4287455742103865	0.4397132921536274
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2816	A	9	median.EXT	77.66853572351165	1.4893933322516435	0.9369248970681472
20210409	ABZE	2	e	3	fbz30	DMSO	N2	B	1	median.EXT	-169.62965898064195	-1.9410314123026169	-2.0319307071577652
20210409	ABZE	2	e	3	fbz30	DMSO	ECA882	B	2	median.EXT	-14.08212052059881	0.06407600881008473	-0.16855245654821935
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2795	B	3	median.EXT	74.33028863980209	0.6052134333031511	0.8893063357454707
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2801	B	6	median.EXT	65.08364583052904	0.8854453138442034	0.7793100917439051
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2805	B	8	median.EXT	139.91502359311372	0.5713923442723345	1.689481141995327
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2816	B	9	median.EXT	15.668535723511653	0.890276897991463	0.1890114327920282
20210409	ABZE	2	e	3	fbz30	DMSO	N2	C	1	median.EXT	-158.12965898064195	-1.829904976915648	-1.8941764767199092
20210409	ABZE	2	e	3	fbz30	DMSO	ECA882	C	2	median.EXT	151.9178794794012	1.668161945700246	1.818343462008701
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2795	C	3	median.EXT	-30.669711360197915	-0.4094192376213484	-0.3669401683650111
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2801	C	6	median.EXT	17.08364583052903	0.42161323570728937	0.20455918579264612
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2816	C	9	median.EXT	-11.831464276488347	0.6245397698921893	-0.14272437797560522
20210409	ABZE	2	e	3	fbz30	DMSO	N2	D	1	median.EXT	-145.12965898064195	-1.7042837890869005	-1.7384543031814632
20210409	ABZE	2	e	3	fbz30	DMSO	ECA882	D	2	median.EXT	62.91787947940119	0.8081399674880511	0.7530799876016775
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2795	D	3	median.EXT	-51.669711360197915	-0.6123457718062484	-0.6181894691871075
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2801	D	6	median.EXT	47.08364583052903	0.7115082845428606	0.5637785020121829
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2805	D	8	median.EXT	125.41502359311372	0.4312764040018084	1.514392892500596
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2816	D	9	median.EXT	15.668535723511653	0.890276897991463	0.1890114327920282
20210409	ABZE	2	e	3	fbz30	DMSO	N2	E	1	median.EXT	-198.12965898064195	-2.2164317086964096	-2.373321626068974
20210409	ABZE	2	e	3	fbz30	DMSO	ECA882	E	2	median.EXT	55.91787947940119	0.7404977894264178	0.6692952199516868
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2795	E	3	median.EXT	85.33028863980209	0.7115082845428606	1.020913112366569
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2801	E	6	median.EXT	38.08364583052903	0.6245397698921893	0.45601270714632197
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2805	E	8	median.EXT	-8.584976406886284	-0.8635881474637435	-0.10366403386450275
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2816	E	9	median.EXT	-6.331464276488347	0.677687195512044	-0.07637721582207856
20210409	ABZE	2	e	3	fbz30	DMSO	N2	F	1	median.EXT	-138.12965898064195	-1.636641611025267	-1.6546039020453769
20210409	ABZE	2	e	3	fbz30	DMSO	ECA882	F	2	median.EXT	51.91787947940119	0.7018451162483417	0.621418209865978
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2795	F	3	median.EXT	29.330288639802085	0.1703708600497942	0.3509149768409785
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2801	F	6	median.EXT	7.083645830529029	0.32498155276209895	0.08481941371946719
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2805	F	8	median.EXT	135.41502359311372	0.5279080869469989	1.635143409393514
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2816	F	9	median.EXT	11.168535723511653	0.8467926406661272	0.13472739103005182
20210409	ABZE	2	e	3	fbz30	DMSO	N2	G	1	median.EXT	-124.12965898064195	-1.5013572549020004	-1.4869030997732042
20210409	ABZE	2	e	3	fbz30	DMSO	ECA882	G	2	median.EXT	44.91787947940119	0.6342029381867084	0.5376334422159873
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2795	G	3	median.EXT	-74.66971136019791	-0.8345986425801863	-0.8933672748494036
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2801	G	6	median.EXT	-63.41635416947097	-0.35627181200149366	-0.7593459793964441
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2805	G	8	median.EXT	70.91502359311372	-0.09536626804947951	0.856302575434194
20210409	ABZE	2	e	3	fbz30	DMSO	ECA2816	G	9	median.EXT	72.16853572351165	1.4362459066317887	0.8705777349146205
20210409	ABZF	2	f	3	fbz30	DMSO	ECA882	A	2	median.EXT	69.2846373247404	0.23996867931388952	0.8311268343239566
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2795	A	3	median.EXT	73.88503866822415	0.37525303543715616	0.8853621418360049
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2801	A	6	median.EXT	-67.69190182491916	-0.23352656711754363	-0.8119255881838114
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2805	A	8	median.EXT	-23.9596903874328	-0.4364531013024435	-0.2867880802812708
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2816	A	9	median.EXT	47.639630877336515	0.993695806286375	0.5723581418538987
20210409	ABZF	2	f	3	fbz30	DMSO	ECA882	B	2	median.EXT	111.2846373247404	0.6458217476836894	1.3349517569831297
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2795	B	3	median.EXT	42.88503866822415	0.07569481830706577	0.5138900969994094
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2801	B	6	median.EXT	-64.69190182491916	-0.20453706223398652	-0.7759423065964302
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2805	B	8	median.EXT	57.5403096125672	0.3510951147008585	0.6887348987294745
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2816	B	9	median.EXT	-10.360369122663485	0.43323204520427044	-0.12447287081708158
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2795	C	3	median.EXT	153.88503866822415	1.1483064989986798	1.8439996768981868
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2801	C	6	median.EXT	112.30809817508084	1.5058437258958841	1.3470713070590654
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2805	C	8	median.EXT	81.0403096125672	0.5781795696220561	0.970020665683493
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2816	C	9	median.EXT	-19.360369122663485	0.34626353055359904	-0.23260182105913024
20210409	ABZF	2	f	3	fbz30	DMSO	N2	D	1	median.EXT	-117.9596903874328	-1.3447909209872337	-1.411931148097345
20210409	ABZF	2	f	3	fbz30	DMSO	ECA882	D	2	median.EXT	-55.71536267525959	-0.9679273575009909	-0.6683521021616773
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2795	D	3	median.EXT	-84.11496133177585	-1.1515275550968527	-1.0079469899118045
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2801	D	6	median.EXT	4.308098175080843	0.46222155008782756	0.05167316991333936
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2805	D	8	median.EXT	118.0403096125672	0.9357167965192607	1.412896128547267
20210409	ABZF	2	f	3	fbz30	DMSO	N2	E	1	median.EXT	-188.9596903874328	-2.030875869898086	-2.261773252511614
20210409	ABZF	2	f	3	fbz30	DMSO	ECA882	E	2	median.EXT	-27.71536267525959	-0.6973586452544577	-0.33246882038889525
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2795	E	3	median.EXT	125.88503866822415	0.8777377867521464	1.508476539626423
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2801	E	6	median.EXT	115.80809817508084	1.5396648149267007	1.3890518022443437
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2805	E	8	median.EXT	85.0403096125672	0.6168322428001323	1.0178990941011983
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2816	E	9	median.EXT	-2.360369122663485	0.5105373915604228	-0.028358248379705006
20210409	ABZF	2	f	3	fbz30	DMSO	N2	F	1	median.EXT	-199.9596903874328	-2.1371707211377955	-2.3934389306603037
20210409	ABZF	2	f	3	fbz30	DMSO	ECA882	F	2	median.EXT	173.7846373247404	1.2497697660911296	2.0846912252259466
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2795	F	3	median.EXT	138.88503866822415	1.003358974580894	1.6642551390740277
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2801	F	6	median.EXT	2.3080981750808434	0.44289521349878946	0.02768431552175184
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2805	F	8	median.EXT	-14.9596903874328	-0.3494845866517721	-0.17906161634143392
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2816	F	9	median.EXT	4.139630877336515	0.5733479854747966	0.04973488235066347
20210409	ABZF	2	f	3	fbz30	DMSO	N2	G	1	median.EXT	-99.9596903874328	-1.1708538916858908	-1.1964782202176714
20210409	ABZF	2	f	3	fbz30	DMSO	ECA882	G	2	median.EXT	88.7846373247404	0.4284004610570109	1.0650455484157155
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2795	G	3	median.EXT	39.88503866822415	0.04670531342350864	0.4779411894345775
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2801	G	6	median.EXT	44.30809817508084	0.8487482818685893	0.5314502577450898
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2805	G	8	median.EXT	64.0403096125672	0.41390570861523235	0.7665373449082454
20210409	ABZF	2	f	3	fbz30	DMSO	ECA2816	G	9	median.EXT	34.639630877336515	0.8680746184576273	0.4161718803931617
