date	experiment	round	assay	plate	condition	control	strain	row	col	trait	phenotype	.std.resid
20210409	ABZD	2	d	1	DMSO	None	N2	A	1	n	-17.904761904761905	-0.8184104395975204
20210409	ABZD	2	d	1	DMSO	None	ECA882	A	2	n	-18.904761904761905	-0.8641195332984469
20210409	ABZD	2	d	1	DMSO	None	ECA2795	A	3	n	-19.904761904761905	-0.9098286269993731
20210409	ABZD	2	d	1	DMSO	None	ECA2801	A	6	n	1.095238095238095	0.05006234072006111
20210409	ABZD	2	d	1	DMSO	None	ECA2805	A	8	n	-9.904761904761905	-0.4527376899901189
20210409	ABZD	2	d	1	DMSO	None	ECA2816	A	9	n	41.095238095238095	1.8784260887570794
20210409	ABZD	2	d	1	DMSO	None	N2	B	1	n	2.095238095238095	0.09577143442098657
20210409	ABZD	2	d	1	DMSO	None	ECA882	B	2	n	-8.904761904761905	-0.4070285962891934
20210409	ABZD	2	d	1	DMSO	None	ECA2795	B	3	n	-22.904761904761905	-1.0469559081021498
20210409	ABZD	2	d	1	DMSO	None	ECA2801	B	6	n	-4.904761904761905	-0.22419222148549162
20210409	ABZD	2	d	1	DMSO	None	ECA2805	B	8	n	-11.904761904761905	-0.5441558773919698
20210409	ABZD	2	d	1	DMSO	None	ECA2816	B	9	n	35.095238095238095	1.6041715265515266
20210409	ABZD	2	d	1	DMSO	None	N2	C	1	n	-7.904761904761905	-0.36131950258826795
20210409	ABZD	2	d	1	DMSO	None	ECA882	C	2	n	3.095238095238095	0.14148052812191203
20210409	ABZD	2	d	1	DMSO	None	ECA2795	C	3	n	-21.904761904761905	-1.0012468144012243
20210409	ABZD	2	d	1	DMSO	None	ECA2801	C	6	n	24.095238095238095	1.1013714958413465
20210409	ABZD	2	d	1	DMSO	None	ECA2805	C	8	n	-21.904761904761905	-1.0012468144012243
20210409	ABZD	2	d	1	DMSO	None	ECA2816	C	9	n	33.095238095238095	1.5127533391496757
20210409	ABZD	2	d	1	DMSO	None	N2	D	1	n	-20.904761904761905	-0.9555377207002987
20210409	ABZD	2	d	1	DMSO	None	ECA882	D	2	n	6.095238095238095	0.27860780922468836
20210409	ABZD	2	d	1	DMSO	None	ECA2795	D	3	n	-11.904761904761905	-0.5441558773919698
20210409	ABZD	2	d	1	DMSO	None	ECA2801	D	6	n	1.095238095238095	0.05006234072006111
20210409	ABZD	2	d	1	DMSO	None	ECA2805	D	8	n	-9.904761904761905	-0.4527376899901189
20210409	ABZD	2	d	1	DMSO	None	ECA2816	D	9	n	23.095238095238095	1.0556624021404213
20210409	ABZD	2	d	1	DMSO	None	N2	E	1	n	-18.904761904761905	-0.8641195332984469
20210409	ABZD	2	d	1	DMSO	None	ECA882	E	2	n	-0.9047619047619051	-0.04135584668178979
20210409	ABZD	2	d	1	DMSO	None	ECA2795	E	3	n	-18.904761904761905	-0.8641195332984469
20210409	ABZD	2	d	1	DMSO	None	ECA2801	E	6	n	13.095238095238095	0.5985714651311665
20210409	ABZD	2	d	1	DMSO	None	ECA2805	E	8	n	-1.904761904761905	-0.08706494038271524
20210409	ABZD	2	d	1	DMSO	None	ECA2816	E	9	n	29.095238095238095	1.3299169643459738
20210409	ABZD	2	d	1	DMSO	None	N2	F	1	n	-1.904761904761905	-0.08706494038271524
20210409	ABZD	2	d	1	DMSO	None	ECA882	F	2	n	2.095238095238095	0.09577143442098657
20210409	ABZD	2	d	1	DMSO	None	ECA2795	F	3	n	-20.904761904761905	-0.9555377207002987
20210409	ABZD	2	d	1	DMSO	None	ECA2801	F	6	n	25.095238095238095	1.147080589542272
20210409	ABZD	2	d	1	DMSO	None	ECA2805	F	8	n	-4.904761904761905	-0.22419222148549162
20210409	ABZD	2	d	1	DMSO	None	ECA2816	F	9	n	29.095238095238095	1.3299169643459738
20210409	ABZD	2	d	1	DMSO	None	N2	G	1	n	-5.904761904761905	-0.2699013151864171
20210409	ABZD	2	d	1	DMSO	None	ECA882	G	2	n	-2.904761904761905	-0.1327740340836407
20210409	ABZD	2	d	1	DMSO	None	ECA2795	G	3	n	-13.904761904761905	-0.6355740647938207
20210409	ABZD	2	d	1	DMSO	None	ECA2801	G	6	n	5.095238095238095	0.23289871552376293
20210409	ABZD	2	d	1	DMSO	None	ECA2805	G	8	n	8.095238095238095	0.3700259966265393
20210409	ABZD	2	d	1	DMSO	None	ECA2816	G	9	n	19.095238095238095	0.8728260273367193
20210409	ABZD	2	d	2	abz30	DMSO	N2	A	1	n	-18.761904761904766	-0.8129519597663464
20210409	ABZD	2	d	2	abz30	DMSO	ECA882	A	2	n	-11.761904761904766	-0.5096424722393065
20210409	ABZD	2	d	2	abz30	DMSO	ECA2795	A	3	n	-16.761904761904766	-0.7262921061871903
20210409	ABZD	2	d	2	abz30	DMSO	ECA2801	A	6	n	15.238095238095234	0.6602655510792659
20210409	ABZD	2	d	2	abz30	DMSO	ECA2805	A	8	n	-6.761904761904766	-0.29299283829142436
20210409	ABZD	2	d	2	abz30	DMSO	ECA2816	A	9	n	59.238095238095234	2.5667823298206462
20210409	ABZD	2	d	2	abz30	DMSO	N2	B	1	n	-1.7619047619047663	-0.07634320434354024
20210409	ABZD	2	d	2	abz30	DMSO	ECA882	B	2	n	-4.761904761904766	-0.2063329847122707
20210409	ABZD	2	d	2	abz30	DMSO	ECA2795	B	3	n	-19.761904761904766	-0.8562818865559232
20210409	ABZD	2	d	2	abz30	DMSO	ECA2801	B	6	n	3.2380952380952337	0.1403064296043439
20210409	ABZD	2	d	2	abz30	DMSO	ECA2805	B	8	n	-2.7619047619047663	-0.11967313113311706
