date	experiment	round	assay	plate	row	col	sort	TOF	EXT	time	green	yellow	red	norm.EXT	norm.green	norm.yellow	norm.red	object	call50	stage	strain	condition	control	contamination
20210330	abzdom	NA	NA	1	C	2	0	400	1048	1030	923	309	38	2.62	2.3075	0.7725	0.095	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	425	1368	1670	82	28	19	3.2188235294117646	0.19294117647058823	0.06588235294117648	0.04470588235294118	0.9999993496866404	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	410	1075	2575	756	250	40	2.6219512195121952	1.8439024390243903	0.6097560975609756	0.0975609756097561	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	485	1257	2996	65	21	17	2.5917525773195877	0.13402061855670103	0.04329896907216495	0.03505154639175258	0.9999999989778593	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	429	1308	3528	1183	385	48	3.0489510489510487	2.757575757575758	0.8974358974358975	0.11188811188811189	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	65	118	4011	5	4	5	1.8153846153846154	0.07692307692307693	0.06153846153846154	0.07692307692307693	0.9927779315720834	object	L1	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	444	1159	4433	659	220	35	2.6103603603603602	1.4842342342342343	0.4954954954954955	0.07882882882882883	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	433	1536	4574	1419	472	71	3.5473441108545036	3.277136258660508	1.090069284064665	0.16397228637413394	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	542	1068	4699	897	280	37	1.970479704797048	1.654981549815498	0.5166051660516605	0.06826568265682657	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	205	883	5104	704	237	35	4.307317073170732	3.4341463414634146	1.1560975609756097	0.17073170731707318	1	object	L4	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	442	1110	5354	677	228	39	2.51131221719457	1.5316742081447965	0.5158371040723982	0.08823529411764706	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	342	828	5510	613	210	33	2.4210526315789473	1.7923976608187135	0.6140350877192983	0.09649122807017543	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	432	1267	5884	1080	351	49	2.9328703703703702	2.5	0.8125	0.11342592592592593	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	334	953	5993	756	256	43	2.8532934131736525	2.2634730538922154	0.7664670658682635	0.12874251497005987	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	306	1244	6196	1217	415	59	4.065359477124183	3.977124183006536	1.3562091503267975	0.19281045751633988	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	522	1495	6977	1293	425	63	2.863984674329502	2.4770114942528734	0.814176245210728	0.1206896551724138	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	334	1384	7368	1404	474	69	4.1437125748503	4.203592814371257	1.4191616766467066	0.20658682634730538	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	435	1162	7477	895	304	41	2.671264367816092	2.057471264367816	0.6988505747126437	0.09425287356321839	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	2	0	442	1084	7493	701	230	39	2.4524886877828056	1.585972850678733	0.5203619909502263	0.08823529411764706	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	517	1269	0	1078	349	51	2.4545454545454546	2.0851063829787235	0.6750483558994197	0.09864603481624758	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	321	1136	140	2069	753	86	3.5389408099688473	6.445482866043614	2.3457943925233646	0.26791277258566976	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	514	1567	249	1318	430	60	3.0486381322957197	2.5642023346303504	0.8365758754863813	0.11673151750972763	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	457	1169	795	728	237	39	2.5579868708971554	1.5929978118161925	0.5185995623632386	0.08533916849015317	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	350	1416	951	110	39	24	4.045714285714285	0.3142857142857143	0.11142857142857143	0.06857142857142857	0.9999984810246734	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	290	1144	1029	826	284	44	3.9448275862068964	2.8482758620689657	0.9793103448275862	0.15172413793103448	1	object	L4	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	370	1282	1419	1279	430	59	3.464864864864865	3.4567567567567568	1.162162162162162	0.15945945945945947	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	404	1036	1529	737	251	34	2.5643564356435644	1.8242574257425743	0.6212871287128713	0.08415841584158416	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	618	1411	1887	959	309	56	2.2831715210355985	1.551779935275081	0.5	0.09061488673139159	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	395	965	2589	652	217	35	2.4430379746835444	1.650632911392405	0.549367088607595	0.08860759493670886	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	459	1419	2699	98	29	25	3.0915032679738563	0.21350762527233116	0.06318082788671024	0.054466230936819175	0.9999999993766672	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	241	1179	2730	799	269	44	4.8921161825726145	3.315352697095436	1.116182572614108	0.1825726141078838	1	object	L4	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	443	1333	2730	1204	390	53	3.0090293453724604	2.7178329571106095	0.8803611738148984	0.11963882618510158	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	248	1195	2886	1182	417	58	4.818548387096774	4.766129032258065	1.6814516129032258	0.23387096774193547	1	object	L4	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	423	1068	2933	123	43	20	2.524822695035461	0.2907801418439716	0.1016548463356974	0.04728132387706856	0.9999999999999898	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	450	1352	3245	75	30	22	3.0044444444444443	0.16666666666666666	0.06666666666666667	0.04888888888888889	0.9999999999285986	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	443	1267	3729	1028	340	49	2.860045146726862	2.3205417607223477	0.7674943566591422	0.11060948081264109	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	682	2153	3745	1466	480	71	3.156891495601173	2.1495601173020527	0.7038123167155426	0.10410557184750734	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	381	971	3870	694	229	31	2.5485564304461943	1.821522309711286	0.6010498687664042	0.08136482939632546	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	311	822	3885	618	209	31	2.643086816720257	1.9871382636655948	0.6720257234726688	0.09967845659163987	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	397	962	3885	645	214	30	2.4231738035264483	1.6246851385390428	0.5390428211586902	0.07556675062972293	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	457	1355	3916	1183	386	55	2.964989059080963	2.588621444201313	0.8446389496717724	0.12035010940919037	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	440	1332	4260	1145	374	53	3.0272727272727273	2.602272727272727	0.85	0.12045454545454545	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	433	1277	4509	1116	364	51	2.9491916859122402	2.5773672055427252	0.8406466512702079	0.11778290993071594	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	128	587	4807	678	249	39	4.5859375	5.296875	1.9453125	0.3046875	1	object	L2/L3	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	292	1572	4838	1524	528	80	5.383561643835616	5.219178082191781	1.8082191780821917	0.273972602739726	1	object	L4	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	403	844	4853	704	232	34	2.094292803970223	1.7468982630272953	0.575682382133995	0.08436724565756824	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	405	1080	5337	906	297	40	2.6666666666666665	2.237037037037037	0.7333333333333333	0.09876543209876543	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	400	1147	5431	826	279	50	2.8675	2.065	0.6975	0.125	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	540	1754	5462	1234	406	55	3.248148148148148	2.285185185185185	0.7518518518518519	0.10185185185185185	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	135	120	5462	3	4	8	0.8888888888888888	0.022222222222222223	0.02962962962962963	0.05925925925925926	0.99999990681684	object	L2/L3	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	467	1250	5602	783	260	37	2.6766595289079227	1.676659528907923	0.556745182012848	0.07922912205567452	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	418	1441	5883	90	30	21	3.4473684210526314	0.215311004784689	0.07177033492822966	0.050239234449760764	0.9999977405324054	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	439	1274	6320	73	25	26	2.9020501138952164	0.1662870159453303	0.05694760820045558	0.05922551252847381	0.9999999999977823	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	418	1115	6429	887	292	40	2.6674641148325358	2.1220095693779903	0.6985645933014354	0.09569377990430622	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	556	1508	6616	1297	414	57	2.712230215827338	2.33273381294964	0.7446043165467626	0.10251798561151079	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	341	975	6711	745	246	38	2.8592375366568916	2.1847507331378297	0.7214076246334311	0.11143695014662756	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	71	290	6742	29	31	37	4.084507042253521	0.4084507042253521	0.43661971830985913	0.5211267605633803	1	object	L1	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	267	651	7085	495	165	26	2.438202247191011	1.853932584269663	0.6179775280898876	0.09737827715355805	1	object	L4	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	3	0	234	992	7460	759	248	36	4.239316239316239	3.2435897435897436	1.0598290598290598	0.15384615384615385	1	object	L4	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	344	895	0	627	205	30	2.6017441860465116	1.822674418604651	0.5959302325581395	0.0872093023255814	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	603	1945	531	1315	435	69	3.2255389718076284	2.1807628524046434	0.7213930348258707	0.11442786069651742	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	666	1609	687	1347	444	64	2.415915915915916	2.0225225225225225	0.6666666666666666	0.0960960960960961	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	625	1675	1030	1369	455	68	2.68	2.1904	0.728	0.1088	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	458	1003	1077	52	18	17	2.1899563318777293	0.11353711790393013	0.039301310043668124	0.03711790393013101	0.9999999999993157	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	381	1276	1108	1282	428	65	3.3490813648293964	3.3648293963254594	1.1233595800524934	0.17060367454068243	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	431	1112	1233	895	295	43	2.5800464037122968	2.0765661252900234	0.6844547563805105	0.09976798143851508	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	292	1064	1453	982	327	48	3.643835616438356	3.363013698630137	1.11986301369863	0.1643835616438356	1	object	L4	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	506	1680	1858	1489	505	72	3.3201581027667983	2.9426877470355732	0.9980237154150198	0.1422924901185771	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	432	1305	1999	94	24	22	3.0208333333333335	0.2175925925925926	0.05555555555555555	0.05092592592592592	0.9999999446734698	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	92	101	2311	12	12	14	1.0978260869565217	0.13043478260869565	0.13043478260869565	0.15217391304347827	0.9999999999240013	object	L2/L3	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	470	845	2576	531	171	28	1.797872340425532	1.1297872340425532	0.3638297872340426	0.059574468085106386	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	392	1213	2591	1071	357	47	3.0943877551020407	2.732142857142857	0.9107142857142857	0.11989795918367346	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	519	1389	2888	758	249	41	2.6763005780346822	1.4605009633911368	0.4797687861271676	0.0789980732177264	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	242	1126	2966	825	276	44	4.652892561983471	3.409090909090909	1.140495867768595	0.18181818181818182	1	object	L4	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	396	1389	2997	822	273	46	3.507575757575758	2.0757575757575757	0.6893939393939394	0.11616161616161616	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	460	1500	3059	99	34	27	3.260869565217391	0.21521739130434783	0.07391304347826087	0.058695652173913045	0.9999999999360017	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	70	85	3091	2	1	1	1.2142857142857142	0.02857142857142857	0.014285714285714285	0.014285714285714285	0.6592511702358443	object	L1	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	489	1454	3419	1354	447	56	2.9734151329243352	2.7689161554192228	0.9141104294478528	0.11451942740286299	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	411	1041	3513	745	245	42	2.5328467153284673	1.8126520681265206	0.5961070559610706	0.10218978102189781	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	462	1372	3622	1196	391	54	2.9696969696969697	2.588744588744589	0.8463203463203464	0.11688311688311688	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	309	1528	3840	1393	489	70	4.944983818770226	4.508090614886731	1.5825242718446602	0.22653721682847897	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	362	1284	3934	1306	456	64	3.546961325966851	3.6077348066298343	1.2596685082872927	0.17679558011049723	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	454	1159	4403	707	237	42	2.552863436123348	1.5572687224669604	0.5220264317180616	0.09251101321585903	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	446	1433	4653	1297	417	62	3.213004484304933	2.908071748878924	0.9349775784753364	0.13901345291479822	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	451	1320	4653	1081	355	54	2.926829268292683	2.3968957871396896	0.7871396895787139	0.1197339246119734	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	382	1376	4668	96	32	24	3.602094240837696	0.2513089005235602	0.08376963350785341	0.06282722513089005	0.9999998502783066	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	448	1375	4699	96	29	21	3.0691964285714284	0.21428571428571427	0.06473214285714286	0.046875	0.9999999757095029	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	376	930	5011	661	213	32	2.473404255319149	1.7579787234042554	0.5664893617021277	0.0851063829787234	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	331	955	5058	710	243	32	2.8851963746223563	2.1450151057401814	0.7341389728096677	0.09667673716012085	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	417	1366	5308	1329	441	63	3.275779376498801	3.1870503597122304	1.0575539568345325	0.1510791366906475	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	185	938	5573	755	246	39	5.07027027027027	4.081081081081081	1.3297297297297297	0.21081081081081082	1	object	L2/L3	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	419	405	5573	6	4	4	0.9665871121718377	0.014319809069212411	0.00954653937947494	0.00954653937947494	0.9999999999999427	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	483	1207	5713	771	257	44	2.4989648033126293	1.5962732919254659	0.5320910973084886	0.09109730848861283	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	4	0	477	1391	6025	821	274	50	2.9161425576519915	1.721174004192872	0.5744234800838575	0.10482180293501048	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	372	1181	0	858	285	44	3.174731182795699	2.306451612903226	0.7661290322580645	0.11827956989247312	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	457	1415	109	97	29	21	3.096280087527352	0.212253829321663	0.06345733041575492	0.045951859956236324	0.9999999454259432	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	395	1013	219	703	234	35	2.5645569620253164	1.779746835443038	0.5924050632911393	0.08860759493670886	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	415	1186	250	1931	628	75	2.8578313253012047	4.653012048192771	1.5132530120481928	0.18072289156626506	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	433	1194	297	996	323	49	2.7575057736720554	2.300230946882217	0.745958429561201	0.11316397228637413	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	455	1272	671	1029	341	49	2.7956043956043954	2.2615384615384615	0.7494505494505495	0.1076923076923077	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	372	915	671	651	220	34	2.4596774193548385	1.75	0.5913978494623656	0.0913978494623656	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	392	938	889	806	269	35	2.392857142857143	2.056122448979592	0.6862244897959183	0.08928571428571429	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	459	1889	983	1529	513	73	4.1154684095860565	3.3311546840958606	1.1176470588235294	0.15904139433551198	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	447	1486	2341	1344	446	68	3.324384787472036	3.0067114093959733	0.9977628635346756	0.15212527964205816	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	364	1458	2560	1360	466	62	4.0054945054945055	3.7362637362637363	1.2802197802197801	0.17032967032967034	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	440	1739	2575	1505	519	81	3.952272727272727	3.4204545454545454	1.1795454545454545	0.18409090909090908	1	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	432	1288	2575	77	24	20	2.9814814814814814	0.17824074074074073	0.05555555555555555	0.046296296296296294	0.9999999732768947	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	231	1283	2700	1214	524	76	5.554112554112554	5.255411255411255	2.2683982683982684	0.329004329004329	1	object	L4	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	244	858	2825	770	256	44	3.5163934426229506	3.1557377049180326	1.0491803278688525	0.18032786885245902	1	object	L4	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	372	828	3074	29	12	9	2.225806451612903	0.07795698924731183	0.03225806451612903	0.024193548387096774	0.9999998621615239	object	adult	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	122	177	3168	9	8	6	1.4508196721311475	0.07377049180327869	0.06557377049180328	0.04918032786885246	0.9999939787914491	object	L2/L3	ECA919	DMSO	None	FALSE
20210330	abzdom	NA	NA	1	C	5	0	230	908	3246	805	269	38	3.9478260869565216	3.5	1.1695652173913043	0.16521739130434782	1	object	L4	ECA919	DMSO	None	FALSE
