date	experiment	round	assay	plate	condition	control	strain	row	col	trait	phenotype	.std.resid.x	.std.resid.y
20210409	ABZE	2	e	2	abz30	DMSO	ECA2795	D	3	n	-1.8428659751715877	-0.9202451118167269	-0.1728866880753642
20210409	ABZE	2	e	2	abz30	DMSO	ECA2801	D	6	n	25.212723007455118	1.5062307883995754	2.358523651002687
20210409	ABZE	2	e	2	abz30	DMSO	ECA2805	D	8	n	3.641462794950119	-0.7469254046584196	0.3418269012206569
20210409	ABZE	2	e	2	abz30	DMSO	ECA2816	D	9	n	16.86637962776005	1.1595913740829609	1.5778719187420382
20210409	ABZE	2	e	2	abz30	DMSO	N2	E	1	n	-7.228731783917092	0.033013277553963306	-0.6760258834666392
20210409	ABZE	2	e	2	abz30	DMSO	ECA882	E	2	n	8.618991499406432	0.8129519597663463	0.8063581259844695
20210409	ABZE	2	e	2	abz30	DMSO	ECA2795	E	3	n	-5.842865975171588	-1.0935648189750342	-0.5481428171799605
20210409	ABZE	2	e	2	abz30	DMSO	ECA2801	E	6	n	13.212723007455116	0.9862716669246535	1.2359838997959813
20210409	ABZE	2	e	2	abz30	DMSO	ECA2805	E	8	n	-5.358537205049881	-1.136894745764611	-0.5030099910447908
20210409	ABZE	2	e	2	abz30	DMSO	ECA2816	E	9	n	-11.13362037223995	-0.05364657602519035	-1.0415647772078966
20210409	ABZE	2	e	2	abz30	DMSO	N2	F	1	n	6.771268216082908	0.6396322526080389	0.6332442141720391
20210409	ABZE	2	e	2	abz30	DMSO	ECA2795	F	3	n	13.157134024828412	-0.2702962099730745	1.2343237960668718
20210409	ABZE	2	e	2	abz30	DMSO	ECA2801	F	6	n	-10.787276992544884	-0.05364657602519035	-1.0090956026174294
20210409	ABZE	2	e	2	abz30	DMSO	ECA2805	F	8	n	0.6414627949501188	-0.87691518502715	0.06021460379884098
20210409	ABZE	2	e	2	abz30	DMSO	ECA2816	F	9	n	-19.13362037223995	-0.40028599034180495	-1.789975261765021
20210409	ABZE	2	e	2	abz30	DMSO	N2	G	1	n	4.771268216082908	0.5529723990288853	0.44620562879508513
20210409	ABZE	2	e	2	abz30	DMSO	ECA882	G	2	n	6.618991499406432	0.7262921061871925	0.6192461823098525
20210409	ABZE	2	e	2	abz30	DMSO	ECA2795	G	3	n	8.157134024828412	-0.4869458439209586	0.7652536346861265
20210409	ABZE	2	e	2	abz30	DMSO	ECA2801	G	6	n	3.212723007455116	0.5529723990288853	0.30053410712372686
20210409	ABZE	2	e	2	abz30	DMSO	ECA2805	G	8	n	1.6414627949501188	-0.8335852582375732	0.15408536960611297
20210409	ABZE	2	e	2	abz30	DMSO	ECA2816	G	9	n	-4.13362037223995	0.24966291150184744	-0.3867056032204128
20210409	ABZF	2	f	2	abz30	DMSO	N2	A	1	n	-1.492298705129361	-1.2545045470506053	-0.1405363212597393
20210409	ABZF	2	f	2	abz30	DMSO	ECA882	A	2	n	1.3829231982864414	-0.821205279154837	0.12978660352974108
20210409	ABZF	2	f	2	abz30	DMSO	ECA2795	A	3	n	6.700683925481844	-0.5178957916277992	0.6284388487799394
20210409	ABZF	2	f	2	abz30	DMSO	ECA2801	A	6	n	-8.304243946589851	-0.7778753523652602	-0.7768351575229178
20210409	ABZF	2	f	2	abz30	DMSO	ECA2816	A	9	n	-8.607022152616373	1.8652501817989264	-0.8268404569197985
20210409	ABZF	2	f	2	abz30	DMSO	N2	B	1	n	6.507701294870639	-0.9078651327339907	0.6128588041353848
20210409	ABZF	2	f	2	abz30	DMSO	ECA882	B	2	n	-4.617076801713559	-1.081184839892298	-0.433310191826171
20210409	ABZF	2	f	2	abz30	DMSO	ECA2795	B	3	n	4.700683925481844	-0.6045556452069529	0.4408643098914338
20210409	ABZF	2	f	2	abz30	DMSO	ECA2801	B	6	n	2.6957560534101486	-0.3012461576799151	0.2521792582037771
20210409	ABZF	2	f	2	abz30	DMSO	ECA2805	B	8	n	-12.319027562804926	0.21871296379500685	-1.1548275702096613
20210409	ABZF	2	f	2	abz30	DMSO	ECA2816	B	9	n	-2.6070221526163735	2.1252297425363875	-0.25044566513798294
20210409	ABZF	2	f	2	abz30	DMSO	ECA882	C	2	n	-15.617076801713559	-1.557814034577643	-1.4656543166453433
20210409	ABZF	2	f	2	abz30	DMSO	ECA2795	C	3	n	-1.2993160745181562	-0.8645352059444139	-0.12185930677408283
20210409	ABZF	2	f	2	abz30	DMSO	ECA2801	C	6	n	-12.304243946589851	-0.9511950595235675	-1.1510222177871705
20210409	ABZF	2	f	2	abz30	DMSO	ECA2805	C	8	n	1.6809724371950736	0.8253319388490824	0.15758007726978385
20210409	ABZF	2	f	2	abz30	DMSO	ECA2816	C	9	n	17.39297784738362	2.991828278327924	1.6708703074680684
20210409	ABZF	2	f	2	abz30	DMSO	N2	D	1	n	-7.492298705129361	-1.5144841077880662	-0.7055826653060824
20210409	ABZF	2	f	2	abz30	DMSO	ECA882	D	2	n	1.3829231982864414	-0.821205279154837	0.12978660352974108
20210409	ABZF	2	f	2	abz30	DMSO	ECA2795	D	3	n	3.7006839254818438	-0.6478855719965297	0.3470770404471811
20210409	ABZF	2	f	2	abz30	DMSO	ECA2801	D	6	n	-1.3042439465898514	-0.4745658648382224	-0.1220078020604756
20210409	ABZF	2	f	2	abz30	DMSO	ECA2805	D	8	n	-8.319027562804926	0.3920326709533142	-0.7798539566441055
20210409	ABZF	2	f	2	abz30	DMSO	ECA2816	D	9	n	-7.6070221526163735	1.9085801085885032	-0.730774658289496
20210409	ABZF	2	f	2	abz30	DMSO	N2	E	1	n	13.507701294870639	-0.6045556452069529	1.2720795388561184
20210409	ABZF	2	f	2	abz30	DMSO	ECA882	E	2	n	3.3829231982864414	-0.7345454255756834	0.31748553531504514
20210409	ABZF	2	f	2	abz30	DMSO	ECA2795	E	3	n	10.700683925481844	-0.34457608446949195	1.0035879265569505
20210409	ABZF	2	f	2	abz30	DMSO	ECA2801	E	6	n	-7.304243946589851	-0.7345454255756834	-0.6832883924568547
20210409	ABZF	2	f	2	abz30	DMSO	ECA2805	E	8	n	-11.319027562804926	0.2620428905845837	-1.0610841668182722
20210409	ABZF	2	f	2	abz30	DMSO	ECA2816	E	9	n	13.39297784738362	2.8185085711696165	1.286607112946858
20210409	ABZF	2	f	2	abz30	DMSO	N2	F	1	n	-1.492298705129361	-1.2545045470506053	-0.1405363212597393
20210409	ABZF	2	f	2	abz30	DMSO	ECA882	F	2	n	3.3829231982864414	-0.7345454255756834	0.31748553531504514
20210409	ABZF	2	f	2	abz30	DMSO	ECA2795	F	3	n	19.700683925481844	0.04539325663669955	1.8476733515552255
20210409	ABZF	2	f	2	abz30	DMSO	ECA2801	F	6	n	-12.304243946589851	-0.9511950595235675	-1.1510222177871705
20210409	ABZF	2	f	2	abz30	DMSO	ECA2805	F	8	n	-0.3190275628049264	0.7386720852699288	-0.02990672951299403
20210409	ABZF	2	f	2	abz30	DMSO	ECA2816	F	9	n	4.3929778473836265	2.4285392300634254	0.4220149252741352
20210409	ABZF	2	f	2	abz30	DMSO	N2	G	1	n	1.507701294870639	-1.1245147666818749	0.14198685076343226
20210409	ABZF	2	f	2	abz30	DMSO	ECA882	G	2	n	-5.617076801713559	-1.1245147666818749	-0.527159657718823
20210409	ABZF	2	f	2	abz30	DMSO	ECA2795	G	3	n	17.700683925481844	-0.04126659694245411	1.66009881266672
20210409	ABZF	2	f	2	abz30	DMSO	ECA2801	G	6	n	6.695756053410149	-0.12792645052160775	0.6263663184680298
20210409	ABZF	2	f	2	abz30	DMSO	ECA2805	G	8	n	-4.319027562804926	0.5653523781116214	-0.4048803430785498
20210409	ABZF	2	f	2	abz30	DMSO	ECA2816	G	9	n	19.39297784738362	3.078488131907078	1.8630019047286734
20210409	ABZD	2	d	2	abz30	DMSO	N2	A	1	mean.TOF	-81.01630744460115	-1.9059093745137086	-2.1085117342013895
20210409	ABZD	2	d	2	abz30	DMSO	ECA882	A	2	mean.TOF	34.26326014657825	0.7968794489787456	0.8916289472171018
20210409	ABZD	2	d	2	abz30	DMSO	ECA2795	A	3	mean.TOF	-2.9940461395185105	-0.039331123481256634	-0.07791480144538725
20210409	ABZD	2	d	2	abz30	DMSO	ECA2801	A	6	mean.TOF	22.09535176024625	0.40853027338080206	0.5756023647502464
20210409	ABZD	2	d	2	abz30	DMSO	ECA2816	A	9	mean.TOF	21.000670236148853	0.9376248266644671	0.554045912920143
20210409	ABZD	2	d	2	abz30	DMSO	N2	B	1	mean.TOF	-65.53448926278296	-1.5323242139993267	-1.7055855044980948
20210409	ABZD	2	d	2	abz30	DMSO	ECA882	B	2	mean.TOF	1.8637920614718684	0.01506168423002416	0.048501250216486276
20210409	ABZD	2	d	2	abz30	DMSO	ECA2795	B	3	mean.TOF	-7.165474710947088	-0.1399900896394684	-0.18646891642597357
20210409	ABZD	2	d	2	abz30	DMSO	ECA2801	B	6	mean.TOF	32.41855393120963	0.6576350681000065	0.8445304020079425
20210409	ABZD	2	d	2	abz30	DMSO	ECA2805	B	8	mean.TOF	31.462456660575498	0.32637018898988995	0.8301582153068603
20210409	ABZD	2	d	2	abz30	DMSO	ECA2816	B	9	mean.TOF	7.635320270798918	0.6151112592334694	0.2014372847296433
20210409	ABZD	2	d	2	abz30	DMSO	N2	C	1	mean.TOF	-78.20948926278297	-1.8381792404509942	-2.0354621314880057
20210409	ABZD	2	d	2	abz30	DMSO	ECA2795	C	3	mean.TOF	18.345636400164032	0.47560766686548755	0.47741302267904223
20210409	ABZD	2	d	2	abz30	DMSO	ECA2801	C	6	mean.TOF	-4.480819109542748	-0.23276798652952105	-0.11672907964793384
20210409	ABZD	2	d	2	abz30	DMSO	ECA2805	C	8	mean.TOF	25.714873416751658	0.1876777057494244	0.6785043409926116
20210409	ABZD	2	d	2	abz30	DMSO	ECA2816	C	9	mean.TOF	10.377495337111913	0.681281517808796	0.27378216091302593
20210409	ABZD	2	d	2	abz30	DMSO	N2	D	1	mean.TOF	-68.87020354849724	-1.6128169146772238	-1.7924000352415652
20210409	ABZD	2	d	2	abz30	DMSO	ECA882	D	2	mean.TOF	-0.2179898534217426	-0.03517290848369482	-0.005672725323829103
20210409	ABZD	2	d	2	abz30	DMSO	ECA2795	D	3	mean.TOF	29.988371442899044	0.7565535472966884	0.7803947894469496
20210409	ABZD	2	d	2	abz30	DMSO	ECA2801	D	6	mean.TOF	35.18833280098849	0.7244714222997289	0.9166854545538092
20210409	ABZD	2	d	2	abz30	DMSO	ECA2805	D	8	mean.TOF	13.714873416751658	-0.10188918319889972	0.36187621842883133
20210409	ABZD	2	d	2	abz30	DMSO	ECA2816	D	9	mean.TOF	-3.8155240068746643	0.33879581312366447	-0.10066228638830625
20210409	ABZD	2	d	2	abz30	DMSO	N2	E	1	mean.TOF	-75.50115592944965	-1.7728256023202964	-1.9649756727294783
20210409	ABZD	2	d	2	abz30	DMSO	ECA882	E	2	mean.TOF	1.2029660289311852	-8.844273015483093e-4	0.031304649041721935
20210409	ABZD	2	d	2	abz30	DMSO	ECA2795	E	3	mean.TOF	-20.47316701863941	-0.4611123446911359	-0.5327782769146194
20210409	ABZD	2	d	2	abz30	DMSO	ECA2801	E	6	mean.TOF	37.20351464950366	0.7730989171780348	0.9691826245465525
20210409	ABZD	2	d	2	abz30	DMSO	ECA2805	E	8	mean.TOF	37.335926048330606	0.468100377152012	0.9851336807385883
20210409	ABZD	2	d	2	abz30	DMSO	ECA2816	E	9	mean.TOF	0.5930125784912157	0.4451763317769366	0.015645033788385696
20210409	ABZD	2	d	2	abz30	DMSO	N2	F	1	mean.TOF	-86.50115592944965	-2.0382619171895935	-2.251259135994884
20210409	ABZD	2	d	2	abz30	DMSO	ECA882	F	2	mean.TOF	-3.0844671261489944	-0.1043426506590871	-0.08026673949439224
20210409	ABZD	2	d	2	abz30	DMSO	ECA2795	F	3	mean.TOF	29.010995877288217	0.7329689138076855	0.7549603039435341
20210409	ABZD	2	d	2	abz30	DMSO	ECA2801	F	6	mean.TOF	34.96170962608946	0.7190028749898035	0.9107817315991114
20210409	ABZD	2	d	2	abz30	DMSO	ECA2805	F	8	mean.TOF	18.069259381663954	0.003184649896091954	0.4767696395111859
20210409	ABZD	2	d	2	abz30	DMSO	ECA2816	F	9	mean.TOF	19.19358729113488	0.8940188777928612	0.5063709145160783
20210409	ABZD	2	d	2	abz30	DMSO	N2	G	1	mean.TOF	-47.81226704056072	-1.1046768178210145	-1.2443510359038303
20210409	ABZD	2	d	2	abz30	DMSO	ECA882	G	2	mean.TOF	41.62344533176342	0.974484942825223	1.0831622146270026
20210409	ABZD	2	d	2	abz30	DMSO	ECA2795	G	3	mean.TOF	-4.9654747109471	-0.08690282666560925	-0.12921777359374692
20210409	ABZD	2	d	2	abz30	DMSO	ECA2801	G	6	mean.TOF	5.501508476664159	0.008111308770559603	0.14331889001916137
20210409	ABZD	2	d	2	abz30	DMSO	ECA2805	G	8	mean.TOF	28.3154132278178	0.25043022430581485	0.7471213441617983
20210409	ABZD	2	d	2	abz30	DMSO	ECA2816	G	9	mean.TOF	5.106170473228037	0.5540814226862291	0.13471250438930304
20210409	ABZE	2	e	2	abz30	DMSO	N2	A	1	mean.TOF	-75.11479781930127	-1.8194790960743965	-1.9545826649001314
20210409	ABZE	2	e	2	abz30	DMSO	ECA882	A	2	mean.TOF	-16.462215923168348	-0.28670351173437453	-0.42875010737466906
20210409	ABZE	2	e	2	abz30	DMSO	ECA2795	A	3	mean.TOF	-24.448385640263034	-0.5908377057718812	-0.6361759268982707
20210409	ABZE	2	e	2	abz30	DMSO	ECA2801	A	6	mean.TOF	22.49031383139219	0.5739064543196818	0.5852662736429011
20210409	ABZE	2	e	2	abz30	DMSO	ECA2805	A	8	mean.TOF	35.41948547805414	0.5270590165622169	0.9289879595201871
20210409	ABZE	2	e	2	abz30	DMSO	N2	B	1	mean.TOF	-84.12699294125248	-2.0369485380792858	-2.189091455038112
20210409	ABZE	2	e	2	abz30	DMSO	ECA882	B	2	mean.TOF	5.352983639434168	0.2397097773597631	0.13941575793281957
20210409	ABZE	2	e	2	abz30	DMSO	ECA2795	B	3	mean.TOF	-24.596957068834506	-0.594422819635052	-0.6400419312910679
20210409	ABZE	2	e	2	abz30	DMSO	ECA2801	B	6	mean.TOF	26.820010801089143	0.6783845277866929	0.6979381389825693
20210409	ABZE	2	e	2	abz30	DMSO	ECA2805	B	8	mean.TOF	5.084982554077566	-0.20492995339526132	0.1333697399425856
20210409	ABZE	2	e	2	abz30	DMSO	N2	C	1	mean.TOF	-87.62699294125248	-2.1214055473558804	-2.2801659107479906
20210409	ABZE	2	e	2	abz30	DMSO	ECA882	C	2	mean.TOF	36.14320717173581	0.9826955472157686	0.9413315940011173
20210409	ABZE	2	e	2	abz30	DMSO	ECA2795	C	3	mean.TOF	18.086005894128512	0.4355415800550934	0.47061927658062763
20210409	ABZE	2	e	2	abz30	DMSO	ECA2801	C	6	mean.TOF	45.967257177900755	1.140418574891727	1.1962076438677034
20210409	ABZE	2	e	2	abz30	DMSO	ECA2805	C	8	mean.TOF	-2.7434774849087837	-0.3938351882907241	-0.07195636854392283
20210409	ABZE	2	e	2	abz30	DMSO	ECA2816	C	9	mean.TOF	32.75290565195402	0.9840384661210356	0.854620351613713
20210409	ABZE	2	e	2	abz30	DMSO	N2	D	1	mean.TOF	-62.69365960791914	-1.5197499003188069	-1.631368835786187
20210409	ABZE	2	e	2	abz30	DMSO	ECA882	D	2	mean.TOF	7.050980557770057	0.2806834177836269	0.18363923091216405
20210409	ABZE	2	e	2	abz30	DMSO	ECA2795	D	3	mean.TOF	-26.15820706883448	-0.6320966784159322	-0.680667503894692
20210409	ABZE	2	e	2	abz30	DMSO	ECA2801	D	6	mean.TOF	35.497889588967944	0.8877867247264194	0.9237629015618031
20210409	ABZE	2	e	2	abz30	DMSO	ECA2805	D	8	mean.TOF	25.830596589165292	0.29567362289332555	0.677489040133738
20210409	ABZE	2	e	2	abz30	DMSO	ECA2816	D	9	mean.TOF	39.17207231862071	1.138936642896657	1.0221154292117036
20210409	ABZE	2	e	2	abz30	DMSO	N2	E	1	mean.TOF	-62.034400348659865	-1.5038415959259666	-1.6142140705836912
20210409	ABZE	2	e	2	abz30	DMSO	ECA882	E	2	mean.TOF	23.33885934564881	0.6737192834647479	0.607848815563546
20210409	ABZE	2	e	2	abz30	DMSO	ECA2795	E	3	mean.TOF	-11.448385640263034	-0.27714024274453003	-0.2979005425286162
20210409	ABZE	2	e	2	abz30	DMSO	ECA2801	E	6	mean.TOF	29.49071255547516	0.742830094313892	0.7674379101071194
20210409	ABZE	2	e	2	abz30	DMSO	ECA2805	E	8	mean.TOF	34.14541140398008	0.4963148777356049	0.8955713398720843
20210409	ABZE	2	e	2	abz30	DMSO	ECA2816	E	9	mean.TOF	24.444187703236054	0.7835443321577552	0.6378212825403133
20210409	ABZE	2	e	2	abz30	DMSO	N2	F	1	mean.TOF	-81.95052235301718	-1.9844290533190505	-2.1324569195546577
20210409	ABZE	2	e	2	abz30	DMSO	ECA882	F	2	mean.TOF	15.72291731666331	0.4899422301527379	0.4094954481963212
20210409	ABZE	2	e	2	abz30	DMSO	ECA2795	F	3	mean.TOF	10.442191867335744	0.25109195943526474	0.2717181898142061
20210409	ABZE	2	e	2	abz30	DMSO	ECA2801	F	6	mean.TOF	30.85103644211482	0.7756554906319204	0.8028376692234083
20210409	ABZE	2	e	2	abz30	DMSO	ECA2805	F	8	mean.TOF	-5.0330397744710815	-0.44908364072755386	-0.13200737636820978
20210409	ABZE	2	e	2	abz30	DMSO	ECA2816	F	9	mean.TOF	29.21866322771163	0.8987551674896145	0.7624014952047417
20210409	ABZE	2	e	2	abz30	DMSO	N2	G	1	mean.TOF	-86.61184142610098	-2.0969093585180807	-2.253750375974996
20210409	ABZE	2	e	2	abz30	DMSO	ECA882	G	2	mean.TOF	5.748383155172629	0.24925099466510145	0.14971373881339897
20210409	ABZE	2	e	2	abz30	DMSO	ECA2795	G	3	mean.TOF	24.4087572168798	0.5881131992320093	0.6351447484250455
20210409	ABZE	2	e	2	abz30	DMSO	ECA2801	G	6	mean.TOF	25.914556255634626	0.6565353898024109	0.6743754616564971
20210409	ABZE	2	e	2	abz30	DMSO	ECA2805	G	8	mean.TOF	17.04628286367507	0.08370308980697001	0.4470926474847092
20210409	ABZE	2	e	2	abz30	DMSO	ECA2816	G	9	mean.TOF	7.093470623705429	0.3648615683459022	0.18508966572347474
20210409	ABZF	2	f	2	abz30	DMSO	ECA2795	A	3	mean.TOF	25.894197167907812	0.36831532740170575	0.6770680957324101
20210409	ABZF	2	f	2	abz30	DMSO	ECA2801	A	6	mean.TOF	22.603489038068318	0.4779753807163946	0.5883655987848152
20210409	ABZF	2	f	2	abz30	DMSO	ECA2805	A	8	mean.TOF	19.770409267529438	0.5946683620318945	0.5149711635958476
20210409	ABZF	2	f	2	abz30	DMSO	ECA2816	A	9	mean.TOF	11.22501477666908	0.7841331442238154	0.29789125091451774
20210409	ABZF	2	f	2	abz30	DMSO	N2	B	1	mean.TOF	-38.16565203883594	-1.2180464870528482	-0.999596763757888
20210409	ABZF	2	f	2	abz30	DMSO	ECA882	B	2	mean.TOF	38.69637987859471	0.7193160933531554	1.0103336506351555
20210409	ABZF	2	f	2	abz30	DMSO	ECA2795	B	3	mean.TOF	48.270014161371826	0.9082566369412407	1.262139403561865
20210409	ABZF	2	f	2	abz30	DMSO	ECA2801	B	6	mean.TOF	21.755521558393497	0.4575134386314955	0.5662931261197031
20210409	ABZF	2	f	2	abz30	DMSO	ECA2805	B	8	mean.TOF	14.916272837921332	0.47753526332753243	0.3885326942863727
20210409	ABZF	2	f	2	abz30	DMSO	ECA2816	B	9	mean.TOF	8.867022253728077	0.7272334309711956	0.2353144653795936
20210409	ABZF	2	f	2	abz30	DMSO	N2	C	1	mean.TOF	-85.9388001869841	-2.3708399774300695	-2.250823501213401
20210409	ABZF	2	f	2	abz30	DMSO	ECA882	C	2	mean.TOF	23.42826393656577	0.3508876905668527	0.6116945178163281
20210409	ABZF	2	f	2	abz30	DMSO	ECA2795	C	3	mean.TOF	19.898165421876065	0.22362763917388898	0.5202869539996885
